NIS code/code NIS;Jaar/Année;woninginbraak (strikt)/cambri. ds habitation (strict);
24016;2009;24;
24020;2009;96;
24028;2009;14;
24033;2009;20;
24038;2009;73;
24041;2009;12;
24043;2009;19;
24045;2009;19;
24048;2009;27;
24054;2009;8;
24055;2009;117;
24059;2009;58;
24062;2009;550;
24066;2009;32;
24086;2009;40;
24094;2009;44;
24104;2009;119;
24107;2009;116;
24109;2009;19;
24130;2009;29;
24133;2009;22;
24134;2009;39;
24135;2009;15;
24137;2009;7;
25005;2009;11;
25014;2009;280;
25015;2009;84;
25018;2009;54;
25023;2009;64;
25031;2009;72;
25037;2009;39;
25043;2009;18;
25044;2009;31;
25048;2009;48;
25050;2009;52;
25068;2009;37;
25072;2009;151;
25084;2009;23;
25091;2009;169;
25105;2009;158;
25107;2009;47;
25110;2009;316;
25112;2009;117;
25117;2009;53;
25118;2009;16;
25119;2009;90;
25120;2009;26;
25121;2009;175;
25122;2009;14;
25123;2009;51;
25124;2009;46;
31003;2009;29;
31004;2009;30;
31005;2009;301;
31006;2009;24;
31012;2009;32;
31022;2009;53;
31033;2009;37;
31040;2009;61;
31042;2009;7;
31043;2009;156;
32003;2009;37;
32006;2009;11;
32010;2009;24;
32011;2009;25;
32030;2009;2;
33011;2009;41;
33016;2009;2;
33021;2009;40;
33029;2009;37;
33037;2009;22;
33039;2009;10;
33040;2009;11;
33041;2009;3;
34002;2009;43;
34003;2009;15;
34009;2009;39;
34013;2009;64;
34022;2009;274;
34023;2009;24;
34025;2009;4;
34027;2009;130;
34040;2009;107;
34041;2009;105;
34042;2009;72;
34043;2009;8;
35002;2009;43;
35005;2009;31;
35006;2009;25;
35011;2009;62;
35013;2009;322;
35014;2009;14;
35029;2009;32;
36006;2009;23;
36007;2009;19;
36008;2009;55;
36010;2009;21;
36011;2009;12;
36012;2009;21;
36015;2009;101;
36019;2009;15;
37002;2009;32;
37007;2009;29;
37010;2009;12;
37011;2009;13;
37012;2009;22;
37015;2009;48;
37017;2009;25;
37018;2009;22;
37020;2009;28;
38002;2009;16;
38008;2009;59;
38014;2009;73;
38016;2009;80;
38025;2009;36;
41002;2009;256;
41011;2009;46;
41018;2009;102;
41024;2009;22;
41027;2009;59;
41034;2009;61;
41048;2009;88;
41063;2009;11;
41081;2009;57;
41082;2009;72;
42003;2009;23;
42004;2009;33;
42006;2009;129;
42008;2009;45;
42010;2009;30;
42011;2009;36;
42023;2009;62;
42025;2009;71;
42026;2009;11;
42028;2009;33;
43002;2009;48;
43005;2009;35;
43007;2009;20;
43010;2009;38;
43014;2009;11;
43018;2009;43;
44001;2009;67;
44011;2009;80;
44012;2009;25;
44013;2009;63;
44019;2009;58;
44020;2009;24;
44021;2009;1400;
44029;2009;20;
44034;2009;65;
44036;2009;14;
44040;2009;32;
44043;2009;45;
44045;2009;29;
44048;2009;44;
44049;2009;28;
44052;2009;21;
44064;2009;23;
44072;2009;7;
44073;2009;10;
44080;2009;22;
44081;2009;50;
45017;2009;51;
45035;2009;102;
45041;2009;100;
45057;2009;22;
45059;2009;35;
45060;2009;49;
45061;2009;18;
45062;2009;5;
45063;2009;12;
45064;2009;24;
45065;2009;12;
46003;2009;150;
46013;2009;43;
46014;2009;100;
46020;2009;44;
46021;2009;276;
46024;2009;34;
46025;2009;103;
51004;2009;123;
51008;2009;135;
51009;2009;109;
51012;2009;10;
51014;2009;24;
51017;2009;11;
51019;2009;11;
51065;2009;57;
52010;2009;181;
52011;2009;3408;
52012;2009;286;
52015;2009;392;
52018;2009;67;
52021;2009;167;
52022;2009;229;
52025;2009;97;
52043;2009;249;
52048;2009;135;
52055;2009;235;
52063;2009;104;
52074;2009;61;
52075;2009;78;
53014;2009;107;
53020;2009;137;
53028;2009;128;
53039;2009;48;
53044;2009;52;
53046;2009;25;
53053;2009;1113;
53065;2009;131;
53068;2009;71;
53070;2009;155;
53082;2009;183;
53083;2009;19;
53084;2009;24;
54007;2009;390;
54010;2009;54;
55004;2009;122;
55010;2009;75;
55022;2009;625;
55023;2009;72;
55035;2009;67;
55039;2009;47;
55040;2009;121;
55050;2009;52;
56001;2009;131;
56005;2009;41;
56011;2009;231;
56016;2009;46;
56022;2009;35;
56029;2009;31;
56044;2009;33;
56049;2009;28;
56051;2009;25;
56078;2009;113;
56085;2009;33;
56086;2009;81;
56087;2009;180;
56088;2009;19;
57003;2009;64;
57018;2009;9;
57027;2009;79;
57062;2009;17;
57064;2009;139;
57072;2009;22;
57081;2009;609;
57093;2009;20;
57094;2009;75;
57095;2009;14;
61003;2009;106;
61010;2009;14;
61012;2009;10;
61019;2009;36;
61024;2009;24;
61028;2009;31;
61031;2009;137;
61039;2009;21;
61041;2009;8;
61043;2009;23;
61048;2009;11;
61063;2009;20;
61068;2009;44;
61072;2009;105;
61079;2009;8;
61080;2009;33;
61081;2009;21;
62003;2009;307;
62006;2009;68;
62009;2009;68;
62011;2009;96;
62015;2009;127;
62022;2009;198;
62026;2009;18;
62027;2009;39;
62032;2009;101;
62038;2009;129;
62051;2009;374;
62060;2009;80;
62063;2009;2268;
62079;2009;218;
62093;2009;262;
62096;2009;687;
62099;2009;116;
62100;2009;124;
62108;2009;134;
62118;2009;264;
62119;2009;99;
62120;2009;251;
62121;2009;84;
62122;2009;46;
63001;2009;5;
63003;2009;15;
63004;2009;13;
63012;2009;3;
63013;2009;6;
63020;2009;97;
63023;2009;65;
63035;2009;105;
63038;2009;58;
63040;2009;27;
63045;2009;11;
63046;2009;20;
63048;2009;15;
63049;2009;40;
63057;2009;53;
63058;2009;47;
63061;2009;51;
63067;2009;33;
63072;2009;73;
63073;2009;18;
63075;2009;20;
63076;2009;60;
63079;2009;432;
63080;2009;16;
63084;2009;20;
63086;2009;8;
63087;2009;7;
63088;2009;14;
63089;2009;31;
64008;2009;21;
64015;2009;20;
64021;2009;15;
64023;2009;15;
64025;2009;24;
64029;2009;10;
64034;2009;75;
64047;2009;14;
64056;2009;22;
64063;2009;46;
64065;2009;54;
64074;2009;105;
64075;2009;15;
64076;2009;26;
71002;2009;35;
71004;2009;132;
71011;2009;57;
71016;2009;151;
71017;2009;30;
71020;2009;11;
71022;2009;290;
71024;2009;29;
71034;2009;49;
71037;2009;31;
71045;2009;8;
71047;2009;14;
71053;2009;153;
71057;2009;63;
71066;2009;78;
71067;2009;25;
71069;2009;39;
71070;2009;94;
72003;2009;23;
72004;2009;20;
72018;2009;33;
72020;2009;90;
72021;2009;89;
72025;2009;40;
72029;2009;42;
72030;2009;39;
72037;2009;42;
72038;2009;27;
72039;2009;65;
72040;2009;33;
72041;2009;80;
73001;2009;46;
73006;2009;113;
73009;2009;30;
73022;2009;21;
73028;2009;0;
73032;2009;30;
73040;2009;24;
73042;2009;91;
73066;2009;64;
73083;2009;123;
73098;2009;5;
73107;2009;187;
73109;2009;11;
81001;2009;142;
81003;2009;11;
81004;2009;107;
81013;2009;6;
81015;2009;25;
82003;2009;50;
82005;2009;5;
82009;2009;15;
82014;2009;26;
82032;2009;37;
82036;2009;13;
82037;2009;40;
82038;2009;5;
83012;2009;69;
83013;2009;19;
83028;2009;24;
83031;2009;17;
83034;2009;61;
83040;2009;17;
83044;2009;16;
83049;2009;3;
83055;2009;21;
84009;2009;19;
84010;2009;20;
84016;2009;4;
84029;2009;17;
84033;2009;32;
84035;2009;20;
84043;2009;24;
84050;2009;11;
84059;2009;13;
84068;2009;8;
84075;2009;17;
84077;2009;37;
85007;2009;14;
85009;2009;18;
85011;2009;11;
85024;2009;5;
85026;2009;27;
85034;2009;15;
85039;2009;10;
85045;2009;84;
85046;2009;24;
85047;2009;6;
91005;2009;20;
91013;2009;20;
91015;2009;10;
91030;2009;50;
91034;2009;34;
91054;2009;15;
91059;2009;25;
91064;2009;20;
91072;2009;27;
91103;2009;12;
91114;2009;43;
91120;2009;12;
91141;2009;33;
91142;2009;25;
91143;2009;22;
92003;2009;89;
92006;2009;33;
92035;2009;77;
92045;2009;38;
92048;2009;55;
92054;2009;13;
92087;2009;56;
92094;2009;751;
92097;2009;12;
92101;2009;33;
92114;2009;44;
92137;2009;163;
92138;2009;51;
92140;2009;99;
92141;2009;61;
92142;2009;153;
93010;2009;10;
93014;2009;53;
93018;2009;11;
93022;2009;48;
93056;2009;27;
93088;2009;125;
93090;2009;33;
11001;2010;129;
11002;2010;4764;
11004;2010;67;
11005;2010;95;
11007;2010;108;
11008;2010;209;
11009;2010;149;
11013;2010;152;
11016;2010;54;
11018;2010;42;
11021;2010;58;
11022;2010;80;
11023;2010;111;
11024;2010;148;
11025;2010;29;
11029;2010;178;
11030;2010;35;
11035;2010;133;
11037;2010;110;
11038;2010;43;
11039;2010;166;
11040;2010;192;
11044;2010;40;
11050;2010;66;
11052;2010;120;
11053;2010;102;
11054;2010;113;
11055;2010;99;
11056;2010;94;
11057;2010;50;
12002;2010;19;
12005;2010;37;
12007;2010;65;
12009;2010;68;
12014;2010;65;
12021;2010;124;
12025;2010;484;
12026;2010;54;
12029;2010;31;
12030;2010;53;
12034;2010;8;
12035;2010;42;
12040;2010;113;
13001;2010;23;
13002;2010;10;
13003;2010;25;
13004;2010;56;
13006;2010;10;
13008;2010;115;
13010;2010;48;
13011;2010;90;
13012;2010;23;
13013;2010;30;
13014;2010;92;
13016;2010;15;
13017;2010;71;
13019;2010;103;
13021;2010;21;
13023;2010;20;
13025;2010;86;
13029;2010;26;
13031;2010;34;
13035;2010;39;
13036;2010;21;
13037;2010;22;
13040;2010;136;
13044;2010;15;
13046;2010;28;
13049;2010;39;
13053;2010;40;
21001;2010;1040;
21002;2010;402;
21003;2010;281;
21004;2010;1689;
21005;2010;493;
21006;2010;332;
21007;2010;575;
21008;2010;313;
21009;2010;1188;
21010;2010;414;
21011;2010;188;
21012;2010;650;
21013;2010;669;
21014;2010;203;
21015;2010;929;
21016;2010;1171;
21017;2010;209;
21018;2010;553;
21019;2010;422;
21020;2010;0;
23002;2010;263;
23003;2010;184;
23009;2010;5;
23016;2010;331;
23023;2010;7;
23024;2010;18;
23025;2010;271;
23027;2010;183;
23032;2010;20;
23033;2010;46;
23038;2010;39;
23039;2010;22;
23044;2010;26;
23045;2010;28;
23047;2010;97;
23050;2010;138;
23052;2010;49;
23060;2010;29;
23062;2010;167;
23064;2010;10;
23077;2010;219;
23081;2010;79;
23086;2010;74;
23088;2010;276;
23094;2010;279;
23095;2010;0;
23096;2010;174;
23097;2010;42;
23098;2010;49;
23099;2010;171;
23100;2010;29;
23101;2010;143;
23102;2010;175;
23103;2010;133;
23104;2010;36;
23105;2010;48;
24001;2010;97;
24007;2010;11;
24008;2010;21;
24009;2010;41;
24011;2010;53;
24014;2010;56;
24016;2010;34;
24020;2010;97;
24028;2010;17;
24033;2010;21;
24038;2010;80;
24041;2010;24;
24043;2010;13;
24045;2010;28;
24048;2010;49;
24054;2010;7;
24055;2010;76;
24059;2010;61;
24062;2010;553;
24066;2010;25;
24086;2010;63;
24094;2010;30;
24104;2010;79;
24107;2010;125;
24109;2010;21;
24130;2010;20;
24133;2010;10;
24134;2010;40;
24135;2010;18;
24137;2010;5;
25005;2010;19;
25014;2010;299;
25015;2010;73;
25018;2010;48;
25023;2010;39;
25031;2010;69;
25037;2010;35;
25043;2010;23;
25044;2010;39;
25048;2010;45;
25050;2010;41;
25068;2010;24;
25072;2010;144;
25084;2010;32;
25091;2010;119;
25105;2010;129;
25107;2010;33;
25110;2010;261;
25112;2010;206;
25117;2010;37;
25118;2010;24;
25119;2010;75;
25120;2010;51;
25121;2010;175;
25122;2010;23;
25123;2010;43;
25124;2010;32;
31003;2010;53;
31004;2010;76;
31005;2010;349;
31006;2010;35;
31012;2010;29;
31022;2010;70;
31033;2010;37;
31040;2010;77;
31042;2010;11;
31043;2010;190;
32003;2010;22;
32006;2010;13;
32010;2010;16;
32011;2010;19;
32030;2010;0;
33011;2010;47;
33016;2010;0;
33021;2010;33;
33029;2010;36;
33037;2010;36;
33039;2010;16;
33040;2010;7;
33041;2010;7;
34002;2010;25;
34003;2010;19;
34009;2010;25;
34013;2010;46;
34022;2010;244;
34023;2010;16;
34025;2010;5;
34027;2010;133;
34040;2010;74;
34041;2010;95;
34042;2010;54;
34043;2010;19;
35002;2010;34;
35005;2010;30;
35006;2010;16;
35011;2010;65;
35013;2010;278;
35014;2010;20;
35029;2010;69;
36006;2010;20;
36007;2010;21;
36008;2010;54;
36010;2010;18;
36011;2010;18;
36012;2010;32;
36015;2010;125;
36019;2010;27;
37002;2010;22;
37007;2010;15;
37010;2010;5;
37011;2010;9;
37012;2010;12;
37015;2010;53;
37017;2010;13;
37018;2010;30;
37020;2010;24;
38002;2010;7;
38008;2010;23;
38014;2010;58;
38016;2010;28;
38025;2010;6;
41002;2010;251;
41011;2010;46;
41018;2010;81;
41024;2010;45;
41027;2010;40;
41034;2010;42;
41048;2010;88;
41063;2010;16;
41081;2010;49;
41082;2010;86;
42003;2010;25;
42004;2010;20;
42006;2010;82;
42008;2010;48;
42010;2010;48;
42011;2010;37;
42023;2010;76;
42025;2010;109;
42026;2010;19;
42028;2010;42;
43002;2010;17;
43005;2010;62;
43007;2010;16;
43010;2010;43;
43014;2010;11;
43018;2010;40;
44001;2010;73;
44011;2010;101;
44012;2010;44;
44013;2010;78;
44019;2010;78;
44020;2010;20;
44021;2010;1654;
44029;2010;24;
44034;2010;53;
44036;2010;23;
44040;2010;46;
44043;2010;62;
44045;2010;29;
44048;2010;46;
44049;2010;48;
44052;2010;32;
44064;2010;64;
44072;2010;8;
44073;2010;16;
44080;2010;23;
44081;2010;42;
45017;2010;56;
45035;2010;62;
45041;2010;57;
45057;2010;20;
45059;2010;20;
45060;2010;13;
45061;2010;11;
45062;2010;1;
45063;2010;11;
45064;2010;5;
45065;2010;17;
46003;2010;189;
46013;2010;67;
46014;2010;155;
46020;2010;41;
46021;2010;286;
46024;2010;44;
46025;2010;142;
51004;2010;138;
51008;2010;121;
51009;2010;97;
51012;2010;15;
51014;2010;24;
51017;2010;15;
51019;2010;6;
51065;2010;43;
52010;2010;119;
52011;2010;3258;
52012;2010;245;
52015;2010;388;
52018;2010;114;
52021;2010;144;
52022;2010;227;
52025;2010;72;
52043;2010;219;
52048;2010;117;
52055;2010;118;
52063;2010;77;
52074;2010;65;
52075;2010;46;
53014;2010;136;
53020;2010;97;
53028;2010;106;
53039;2010;25;
53044;2010;60;
53046;2010;13;
53053;2010;1041;
53065;2010;199;
53068;2010;90;
53070;2010;143;
53082;2010;251;
53083;2010;34;
53084;2010;39;
54007;2010;347;
54010;2010;64;
55004;2010;118;
55010;2010;48;
55022;2010;681;
55023;2010;67;
55035;2010;67;
55039;2010;32;
55040;2010;137;
55050;2010;24;
56001;2010;128;
56005;2010;68;
56011;2010;171;
56016;2010;64;
56022;2010;49;
56029;2010;35;
56044;2010;46;
56049;2010;34;
56051;2010;40;
56078;2010;115;
56085;2010;67;
56086;2010;69;
56087;2010;113;
56088;2010;39;
57003;2010;37;
57018;2010;26;
57027;2010;65;
57062;2010;37;
57064;2010;137;
57072;2010;5;
57081;2010;458;
57093;2010;42;
57094;2010;68;
57095;2010;6;
61003;2010;113;
61010;2010;15;
61012;2010;7;
61019;2010;50;
61024;2010;19;
61028;2010;29;
61031;2010;115;
61039;2010;16;
61041;2010;14;
61043;2010;17;
61048;2010;11;
61063;2010;21;
61068;2010;43;
61072;2010;77;
61079;2010;5;
61080;2010;34;
61081;2010;11;
62003;2010;334;
62006;2010;60;
62009;2010;59;
62011;2010;58;
62015;2010;114;
62022;2010;153;
62026;2010;23;
62027;2010;26;
62032;2010;97;
62038;2010;179;
62051;2010;335;
62060;2010;77;
62063;2010;2169;
62079;2010;225;
62093;2010;246;
62096;2010;624;
62099;2010;103;
62100;2010;87;
62108;2010;150;
62118;2010;268;
62119;2010;87;
62120;2010;235;
62121;2010;75;
62122;2010;34;
63001;2010;4;
63003;2010;18;
63004;2010;31;
63012;2010;4;
63013;2010;4;
63020;2010;76;
63023;2010;81;
63035;2010;91;
63038;2010;50;
63040;2010;36;
63045;2010;11;
63046;2010;21;
63048;2010;37;
63049;2010;28;
63057;2010;32;
63058;2010;44;
63061;2010;63;
63067;2010;26;
63072;2010;42;
63073;2010;28;
63075;2010;30;
63076;2010;46;
63079;2010;319;
63080;2010;9;
63084;2010;39;
63086;2010;9;
63087;2010;7;
63088;2010;28;
63089;2010;33;
64008;2010;27;
64015;2010;25;
64021;2010;28;
64023;2010;24;
64025;2010;24;
64029;2010;22;
64034;2010;73;
64047;2010;12;
64056;2010;37;
64063;2010;42;
64065;2010;68;
64074;2010;88;
64075;2010;15;
64076;2010;21;
71002;2010;25;
71004;2010;107;
71011;2010;57;
71016;2010;221;
71017;2010;36;
71020;2010;20;
71022;2010;395;
71024;2010;28;
71034;2010;42;
71037;2010;49;
71045;2010;7;
71047;2010;8;
71053;2010;198;
71057;2010;42;
71066;2010;81;
71067;2010;24;
71069;2010;65;
71070;2010;70;
72003;2010;35;
72004;2010;18;
72018;2010;41;
72020;2010;71;
72021;2010;69;
72025;2010;22;
72029;2010;20;
72030;2010;24;
72037;2010;27;
72038;2010;31;
72039;2010;99;
72040;2010;10;
72041;2010;53;
73001;2010;29;
73006;2010;79;
73009;2010;22;
73022;2010;37;
73028;2010;1;
73032;2010;43;
73040;2010;35;
73042;2010;99;
73066;2010;60;
73083;2010;150;
73098;2010;16;
73107;2010;119;
73109;2010;12;
81001;2010;119;
81003;2010;4;
81004;2010;66;
81013;2010;7;
81015;2010;20;
82003;2010;70;
82005;2010;9;
82009;2010;8;
82014;2010;27;
82032;2010;38;
82036;2010;13;
82037;2010;8;
82038;2010;6;
83012;2010;85;
83013;2010;22;
83028;2010;37;
83031;2010;14;
83034;2010;49;
83040;2010;17;
83044;2010;5;
83049;2010;3;
83055;2010;16;
84009;2010;29;
84010;2010;15;
84016;2010;2;
84029;2010;5;
84033;2010;9;
84035;2010;13;
84043;2010;19;
84050;2010;8;
84059;2010;17;
84068;2010;7;
84075;2010;18;
84077;2010;28;
85007;2010;17;
85009;2010;11;
85011;2010;16;
85024;2010;7;
85026;2010;10;
85034;2010;9;
85039;2010;9;
85045;2010;52;
85046;2010;23;
85047;2010;5;
91005;2010;44;
91013;2010;33;
91015;2010;14;
91030;2010;50;
91034;2010;58;
91054;2010;12;
91059;2010;14;
91064;2010;14;
91072;2010;33;
91103;2010;12;
91114;2010;49;
91120;2010;25;
91141;2010;49;
91142;2010;20;
91143;2010;37;
92003;2010;122;
92006;2010;30;
92035;2010;74;
92045;2010;23;
92048;2010;49;
92054;2010;40;
92087;2010;51;
92094;2010;735;
92097;2010;17;
92101;2010;41;
92114;2010;52;
92137;2010;126;
92138;2010;44;
92140;2010;79;
92141;2010;75;
92142;2010;95;
93010;2010;23;
93014;2010;68;
93018;2010;10;
93022;2010;38;
93056;2010;40;
93088;2010;146;
93090;2010;13;
11001;2011;117;
11002;2011;4560;
11004;2011;59;
11005;2011;104;
11007;2011;127;
11008;2011;295;
11009;2011;177;
11013;2011;210;
11016;2011;45;
11018;2011;41;
11021;2011;108;
11022;2011;48;
11023;2011;108;
11024;2011;170;
11025;2011;33;
11029;2011;242;
11030;2011;29;
11035;2011;177;
11037;2011;79;
11038;2011;29;
11039;2011;141;
11040;2011;212;
11044;2011;50;
11050;2011;76;
11052;2011;131;
11053;2011;102;
11054;2011;140;
11055;2011;101;
11056;2011;103;
11057;2011;85;
12002;2011;15;
12005;2011;50;
12007;2011;57;
12009;2011;63;
12014;2011;114;
12021;2011;164;
12025;2011;532;
12026;2011;73;
12029;2011;42;
12030;2011;69;
12034;2011;24;
12035;2011;83;
12040;2011;136;
13001;2011;48;
13002;2011;20;
13003;2011;53;
13004;2011;75;
13006;2011;20;
13008;2011;135;
13010;2011;63;
13011;2011;119;
13012;2011;22;
13013;2011;34;
13014;2011;98;
13016;2011;26;
13017;2011;65;
13019;2011;80;
13021;2011;19;
13023;2011;25;
13025;2011;104;
13029;2011;58;
13031;2011;51;
13035;2011;53;
13036;2011;48;
13037;2011;47;
13040;2011;190;
13044;2011;22;
13046;2011;32;
13049;2011;67;
13053;2011;46;
21001;2011;870;
21002;2011;271;
21003;2011;184;
21004;2011;1799;
21005;2011;351;
21006;2011;301;
21007;2011;519;
21008;2011;270;
21009;2011;1191;
21010;2011;384;
21011;2011;157;
21012;2011;597;
21013;2011;734;
21014;2011;200;
21015;2011;765;
21016;2011;1002;
21017;2011;266;
21018;2011;471;
21019;2011;341;
21020;2011;0;
23002;2011;231;
23003;2011;174;
23009;2011;9;
23016;2011;352;
23023;2011;24;
23024;2011;13;
23025;2011;278;
23027;2011;190;
23032;2011;15;
23033;2011;64;
23038;2011;62;
23039;2011;28;
23044;2011;32;
23045;2011;48;
23047;2011;131;
23050;2011;127;
23052;2011;53;
23060;2011;27;
23062;2011;194;
23064;2011;7;
23077;2011;213;
23081;2011;75;
23086;2011;84;
23088;2011;336;
23094;2011;328;
23095;2011;0;
23096;2011;212;
23097;2011;36;
23098;2011;42;
23099;2011;120;
23100;2011;75;
23101;2011;161;
23102;2011;136;
23103;2011;119;
23104;2011;52;
23105;2011;68;
24001;2011;104;
24007;2011;28;
24008;2011;25;
24009;2011;51;
24011;2011;41;
24014;2011;49;
24016;2011;46;
24020;2011;78;
24028;2011;10;
24033;2011;44;
24038;2011;51;
24041;2011;26;
24043;2011;39;
24045;2011;34;
24048;2011;25;
24054;2011;11;
24055;2011;136;
24059;2011;75;
24062;2011;628;
24066;2011;9;
24086;2011;42;
24094;2011;58;
24104;2011;166;
24107;2011;180;
24109;2011;18;
24130;2011;17;
24133;2011;22;
24134;2011;48;
24135;2011;34;
24137;2011;9;
25005;2011;37;
25014;2011;251;
25015;2011;71;
25018;2011;69;
25023;2011;60;
25031;2011;93;
25037;2011;56;
25043;2011;34;
25044;2011;38;
25048;2011;79;
25050;2011;63;
25068;2011;48;
25072;2011;189;
25084;2011;45;
25091;2011;145;
25105;2011;91;
25107;2011;64;
25110;2011;377;
25112;2011;169;
25117;2011;67;
25118;2011;44;
25119;2011;121;
25120;2011;34;
25121;2011;223;
25122;2011;20;
25123;2011;45;
25124;2011;56;
31003;2011;81;
31004;2011;58;
31005;2011;311;
31006;2011;75;
31012;2011;41;
31022;2011;70;
31033;2011;56;
31040;2011;84;
31042;2011;5;
31043;2011;157;
32003;2011;48;
32006;2011;36;
32010;2011;37;
32011;2011;37;
32030;2011;6;
33011;2011;70;
33016;2011;1;
33021;2011;39;
33029;2011;39;
33037;2011;47;
33039;2011;41;
33040;2011;12;
33041;2011;4;
34002;2011;61;
34003;2011;23;
34009;2011;49;
34013;2011;78;
34022;2011;331;
34023;2011;35;
34025;2011;4;
34027;2011;147;
34040;2011;129;
34041;2011;79;
34042;2011;77;
34043;2011;13;
35002;2011;55;
35005;2011;34;
35006;2011;35;
35011;2011;68;
35013;2011;262;
35014;2011;17;
35029;2011;53;
36006;2011;53;
36007;2011;21;
36008;2011;53;
36010;2011;21;
36011;2011;21;
36012;2011;36;
36015;2011;280;
36019;2011;25;
37002;2011;11;
37007;2011;21;
37010;2011;8;
37011;2011;23;
37012;2011;21;
37015;2011;64;
37017;2011;11;
37018;2011;29;
37020;2011;29;
38002;2011;16;
38008;2011;23;
38014;2011;58;
38016;2011;40;
38025;2011;35;
41002;2011;318;
41011;2011;60;
41018;2011;68;
41024;2011;36;
41027;2011;38;
41034;2011;52;
41048;2011;135;
41063;2011;13;
41081;2011;76;
41082;2011;116;
42003;2011;48;
42004;2011;25;
42006;2011;102;
42008;2011;44;
42010;2011;69;
42011;2011;39;
42023;2011;77;
42025;2011;141;
42026;2011;23;
42028;2011;56;
43002;2011;16;
43005;2011;99;
43007;2011;19;
43010;2011;81;
43014;2011;12;
43018;2011;49;
44001;2011;66;
44011;2011;86;
44012;2011;40;
44013;2011;100;
44019;2011;78;
44020;2011;26;
44021;2011;2266;
44029;2011;28;
44034;2011;81;
44036;2011;35;
44040;2011;49;
44043;2011;103;
44045;2011;27;
44048;2011;52;
44049;2011;75;
44052;2011;39;
44064;2011;51;
44072;2011;21;
44073;2011;30;
44080;2011;24;
44081;2011;39;
45017;2011;51;
45035;2011;99;
45041;2011;79;
45057;2011;15;
45059;2011;20;
45060;2011;23;
45061;2011;32;
45062;2011;9;
45063;2011;11;
45064;2011;21;
45065;2011;17;
46003;2011;208;
46013;2011;64;
46014;2011;185;
46020;2011;62;
46021;2011;339;
46024;2011;89;
46025;2011;135;
51004;2011;137;
51008;2011;94;
51009;2011;86;
51012;2011;23;
51014;2011;24;
51017;2011;22;
51019;2011;4;
51065;2011;42;
52010;2011;116;
52011;2011;3358;
52012;2011;317;
52015;2011;452;
52018;2011;153;
52021;2011;161;
52022;2011;208;
52025;2011;83;
52043;2011;211;
52048;2011;130;
52055;2011;190;
52063;2011;67;
52074;2011;96;
52075;2011;70;
53014;2011;116;
53020;2011;92;
53028;2011;106;
53039;2011;59;
53044;2011;72;
53046;2011;29;
53053;2011;1155;
53065;2011;157;
53068;2011;99;
53070;2011;163;
53082;2011;168;
53083;2011;44;
53084;2011;70;
54007;2011;403;
54010;2011;81;
55004;2011;132;
55010;2011;49;
55022;2011;627;
55023;2011;140;
55035;2011;89;
55039;2011;48;
55040;2011;173;
55050;2011;55;
56001;2011;73;
56005;2011;66;
56011;2011;211;
56016;2011;67;
56022;2011;75;
56029;2011;38;
56044;2011;30;
56049;2011;36;
56051;2011;49;
56078;2011;127;
56085;2011;41;
56086;2011;120;
56087;2011;133;
56088;2011;31;
57003;2011;35;
57018;2011;24;
57027;2011;85;
57062;2011;35;
57064;2011;113;
57072;2011;13;
57081;2011;430;
57093;2011;58;
57094;2011;58;
57095;2011;10;
61003;2011;78;
61010;2011;34;
61012;2011;23;
61019;2011;61;
61024;2011;26;
61028;2011;30;
61031;2011;133;
61039;2011;27;
61041;2011;17;
61043;2011;23;
61048;2011;23;
61063;2011;37;
61068;2011;40;
61072;2011;83;
61079;2011;11;
61080;2011;59;
61081;2011;8;
62003;2011;378;
62006;2011;60;
62009;2011;98;
62011;2011;72;
62015;2011;93;
62022;2011;159;
62026;2011;34;
62027;2011;56;
62032;2011;128;
62038;2011;129;
62051;2011;444;
62060;2011;124;
62063;2011;2459;
62079;2011;253;
62093;2011;316;
62096;2011;739;
62099;2011;144;
62100;2011;101;
62108;2011;161;
62118;2011;233;
62119;2011;108;
62120;2011;232;
62121;2011;68;
62122;2011;62;
63001;2011;10;
63003;2011;19;
63004;2011;16;
63012;2011;11;
63013;2011;6;
63020;2011;154;
63023;2011;54;
63035;2011;103;
63038;2011;49;
63040;2011;29;
63045;2011;19;
63046;2011;32;
63048;2011;25;
63049;2011;26;
63057;2011;36;
63058;2011;62;
63061;2011;43;
63067;2011;31;
63072;2011;30;
63073;2011;28;
63075;2011;23;
63076;2011;69;
63079;2011;410;
63080;2011;9;
63084;2011;45;
63086;2011;16;
63087;2011;15;
63088;2011;37;
63089;2011;36;
64008;2011;28;
64015;2011;58;
64021;2011;39;
64023;2011;22;
64025;2011;27;
64029;2011;23;
64034;2011;113;
64047;2011;28;
64056;2011;22;
64063;2011;23;
64065;2011;65;
64074;2011;87;
64075;2011;21;
64076;2011;26;
71002;2011;26;
71004;2011;135;
71011;2011;75;
71016;2011;242;
71017;2011;61;
71020;2011;31;
71022;2011;381;
71024;2011;21;
71034;2011;47;
71037;2011;72;
71045;2011;16;
71047;2011;21;
71053;2011;215;
71057;2011;43;
71066;2011;63;
71067;2011;12;
71069;2011;35;
71070;2011;104;
72003;2011;55;
72004;2011;35;
72018;2011;46;
72020;2011;93;
72021;2011;54;
72025;2011;29;
72029;2011;35;
72030;2011;38;
72037;2011;85;
72038;2011;40;
72039;2011;106;
72040;2011;23;
72041;2011;36;
73001;2011;30;
73006;2011;125;
