NIS code/code NIS;Jaar/Année;diefstal uit of aan voertuig/vol dans ou sur un véhicule;
56001;2010;59;
56005;2010;49;
56011;2010;114;
56016;2010;23;
56022;2010;57;
56029;2010;15;
56044;2010;39;
56049;2010;20;
56051;2010;21;
56078;2010;95;
56085;2010;20;
56086;2010;92;
56087;2010;125;
56088;2010;6;
57003;2010;23;
57018;2010;11;
57027;2010;57;
57062;2010;35;
57064;2010;160;
57072;2010;15;
57081;2010;724;
57093;2010;14;
57094;2010;57;
57095;2010;5;
61003;2010;39;
61010;2010;8;
61012;2010;2;
61019;2010;19;
61024;2010;3;
61028;2010;23;
61031;2010;60;
61039;2010;8;
61041;2010;5;
61043;2010;23;
61048;2010;7;
61063;2010;10;
61068;2010;28;
61072;2010;47;
61079;2010;4;
61080;2010;17;
61081;2010;2;
62003;2010;138;
62006;2010;43;
62009;2010;23;
62011;2010;5;
62015;2010;43;
62022;2010;60;
62026;2010;25;
62027;2010;16;
62032;2010;65;
62038;2010;81;
62051;2010;327;
62060;2010;23;
62063;2010;6208;
62079;2010;74;
62093;2010;106;
62096;2010;627;
62099;2010;78;
62100;2010;38;
62108;2010;76;
62118;2010;85;
62119;2010;45;
62120;2010;113;
62121;2010;25;
62122;2010;17;
63001;2010;1;
63003;2010;12;
63004;2010;8;
63012;2010;5;
63013;2010;8;
63020;2010;57;
63023;2010;37;
63035;2010;65;
63038;2010;14;
63040;2010;10;
63045;2010;3;
63046;2010;13;
63048;2010;8;
63049;2010;16;
63057;2010;9;
63058;2010;21;
63061;2010;20;
63067;2010;3;
63072;2010;47;
63073;2010;15;
63075;2010;3;
63076;2010;27;
63079;2010;495;
63080;2010;10;
63084;2010;21;
63086;2010;3;
63087;2010;5;
63088;2010;14;
63089;2010;10;
64008;2010;2;
64015;2010;20;
64021;2010;8;
64023;2010;14;
64025;2010;14;
64029;2010;4;
64034;2010;37;
64047;2010;5;
64056;2010;10;
64063;2010;11;
64065;2010;21;
64074;2010;87;
64075;2010;4;
64076;2010;8;
71002;2010;8;
71004;2010;44;
71011;2010;23;
71016;2010;117;
71017;2010;8;
71020;2010;9;
71022;2010;313;
71024;2010;7;
71034;2010;28;
71037;2010;26;
71045;2010;10;
71047;2010;7;
71053;2010;156;
71057;2010;27;
71066;2010;42;
71067;2010;11;
71069;2010;25;
71070;2010;63;
72003;2010;12;
72004;2010;17;
72018;2010;58;
72020;2010;103;
72021;2010;34;
72025;2010;18;
72029;2010;29;
72030;2010;33;
72037;2010;51;
72038;2010;16;
72039;2010;109;
72040;2010;9;
72041;2010;26;
73001;2010;12;
73006;2010;49;
73009;2010;12;
73022;2010;15;
73028;2010;0;
73032;2010;8;
73040;2010;4;
73042;2010;29;
73066;2010;25;
73083;2010;58;
73098;2010;7;
73107;2010;130;
73109;2010;3;
81001;2010;133;
81003;2010;3;
81004;2010;87;
81013;2010;4;
81015;2010;35;
82003;2010;43;
82005;2010;2;
82009;2010;4;
82014;2010;12;
82032;2010;20;
82036;2010;3;
82037;2010;4;
82038;2010;0;
83012;2010;60;
83013;2010;6;
83028;2010;18;
83031;2010;13;
83034;2010;89;
83040;2010;13;
83044;2010;3;
83049;2010;4;
83055;2010;7;
84009;2010;16;
84010;2010;18;
84016;2010;1;
84029;2010;1;
84033;2010;5;
84035;2010;10;
84043;2010;30;
84050;2010;11;
84059;2010;17;
84068;2010;10;
84075;2010;5;
84077;2010;29;
85007;2010;10;
85009;2010;7;
85011;2010;11;
85024;2010;5;
85026;2010;8;
85034;2010;17;
85039;2010;4;
85045;2010;56;
85046;2010;19;
85047;2010;4;
91005;2010;14;
91013;2010;29;
91015;2010;7;
91030;2010;45;
91034;2010;94;
91054;2010;2;
91059;2010;8;
91064;2010;7;
91072;2010;42;
91103;2010;3;
91114;2010;43;
91120;2010;10;
91141;2010;20;
91142;2010;14;
91143;2010;2;
92003;2010;107;
92006;2010;10;
92035;2010;66;
92045;2010;33;
92048;2010;31;
92054;2010;14;
92087;2010;42;
92094;2010;686;
92097;2010;14;
92101;2010;30;
92114;2010;36;
92137;2010;114;
92138;2010;10;
92140;2010;103;
92141;2010;26;
92142;2010;168;
93010;2010;14;
93014;2010;61;
93018;2010;2;
93022;2010;33;
93056;2010;20;
93088;2010;92;
93090;2010;10;
11001;2011;43;
11002;2011;6395;
11004;2011;46;
11005;2011;126;
11007;2011;28;
11008;2011;136;
11009;2011;124;
11013;2011;75;
11016;2011;41;
11018;2011;29;
11021;2011;38;
11022;2011;21;
11023;2011;60;
11024;2011;101;
11025;2011;12;
11029;2011;100;
11030;2011;16;
11035;2011;89;
11037;2011;58;
11038;2011;18;
11039;2011;79;
11040;2011;142;
11044;2011;57;
11050;2011;50;
11052;2011;68;
11053;2011;60;
11054;2011;39;
11055;2011;47;
11056;2011;49;
11057;2011;32;
12002;2011;10;
12005;2011;19;
12007;2011;21;
12009;2011;29;
12014;2011;45;
12021;2011;93;
12025;2011;330;
12026;2011;27;
12029;2011;4;
12030;2011;29;
12034;2011;7;
12035;2011;35;
12040;2011;83;
13001;2011;36;
13002;2011;2;
13003;2011;26;
13004;2011;40;
13006;2011;15;
13008;2011;53;
13010;2011;27;
13011;2011;59;
13012;2011;6;
13013;2011;7;
13014;2011;80;
13016;2011;8;
13017;2011;18;
13019;2011;55;
13021;2011;6;
13023;2011;10;
13025;2011;105;
13029;2011;17;
13031;2011;14;
13035;2011;26;
13036;2011;15;
13037;2011;14;
13040;2011;113;
13044;2011;16;
13046;2011;27;
13049;2011;33;
13053;2011;19;
21001;2011;2721;
21002;2011;489;
21003;2011;392;
21004;2011;9501;
21005;2011;649;
21006;2011;485;
21007;2011;1169;
21008;2011;377;
21009;2011;3357;
21010;2011;1000;
21011;2011;423;
21012;2011;2052;
21013;2011;2389;
21014;2011;607;
21015;2011;1615;
21016;2011;1236;
21017;2011;597;
21018;2011;632;
21019;2011;305;
21020;2011;0;
23002;2011;160;
23003;2011;160;
23009;2011;1;
23016;2011;319;
23023;2011;13;
23024;2011;6;
23025;2011;231;
23027;2011;223;
23032;2011;6;
23033;2011;44;
23038;2011;32;
23039;2011;13;
23044;2011;41;
23045;2011;36;
23047;2011;194;
23050;2011;74;
23052;2011;35;
23060;2011;24;
23062;2011;138;
23064;2011;6;
23077;2011;345;
23081;2011;49;
23086;2011;80;
23088;2011;438;
23094;2011;292;
23095;2011;23;
23096;2011;90;
23097;2011;29;
23098;2011;160;
23099;2011;75;
23100;2011;30;
23101;2011;65;
23102;2011;175;
23103;2011;61;
23104;2011;25;
23105;2011;59;
24001;2011;42;
24007;2011;12;
24008;2011;9;
24009;2011;42;
24011;2011;19;
24014;2011;21;
24016;2011;41;
24020;2011;25;
24028;2011;6;
24033;2011;18;
24038;2011;32;
24041;2011;12;
24043;2011;3;
24045;2011;6;
24048;2011;12;
24054;2011;8;
24055;2011;73;
24059;2011;33;
24062;2011;776;
24066;2011;13;
24086;2011;29;
24094;2011;27;
24104;2011;116;
24107;2011;76;
24109;2011;34;
24130;2011;15;
24133;2011;4;
24134;2011;15;
24135;2011;16;
24137;2011;4;
25005;2011;17;
25014;2011;174;
25015;2011;66;
25018;2011;31;
25023;2011;25;
25031;2011;55;
25037;2011;35;
25043;2011;20;
25044;2011;16;
25048;2011;39;
25050;2011;32;
25068;2011;20;
25072;2011;270;
25084;2011;17;
25091;2011;70;
25105;2011;85;
25107;2011;26;
25110;2011;223;
25112;2011;146;
25117;2011;16;
25118;2011;15;
25119;2011;28;
25120;2011;7;
25121;2011;213;
25122;2011;6;
25123;2011;23;
25124;2011;15;
31003;2011;32;
31004;2011;58;
31005;2011;380;
31006;2011;15;
31012;2011;47;
31022;2011;42;
31033;2011;23;
31040;2011;29;
31042;2011;5;
31043;2011;114;
32003;2011;21;
32006;2011;11;
32010;2011;6;
32011;2011;8;
32030;2011;3;
33011;2011;68;
33016;2011;2;
33021;2011;10;
33029;2011;43;
33037;2011;12;
33039;2011;18;
33040;2011;9;
33041;2011;5;
34002;2011;12;
34003;2011;14;
34009;2011;17;
34013;2011;63;
34022;2011;491;
34023;2011;23;
34025;2011;4;
34027;2011;266;
34040;2011;45;
34041;2011;117;
34042;2011;38;
34043;2011;13;
35002;2011;105;
35005;2011;30;
35006;2011;18;
35011;2011;74;
35013;2011;1087;
35014;2011;35;
35029;2011;63;
36006;2011;4;
36007;2011;7;
36008;2011;54;
36010;2011;22;
36011;2011;2;
36012;2011;24;
36015;2011;167;
36019;2011;9;
37002;2011;4;
37007;2011;10;
37010;2011;7;
37011;2011;9;
37012;2011;5;
37015;2011;30;
37017;2011;11;
37018;2011;21;
37020;2011;13;
38002;2011;4;
38008;2011;73;
38014;2011;63;
38016;2011;52;
38025;2011;15;
41002;2011;259;
41011;2011;79;
41018;2011;101;
41024;2011;54;
41027;2011;20;
41034;2011;21;
41048;2011;123;
41063;2011;7;
41081;2011;70;
41082;2011;40;
42003;2011;13;
42004;2011;9;
42006;2011;47;
42008;2011;25;
42010;2011;25;
42011;2011;25;
42023;2011;41;
42025;2011;52;
42026;2011;9;
42028;2011;35;
43002;2011;10;
43005;2011;56;
43007;2011;7;
43010;2011;23;
43014;2011;6;
43018;2011;12;
44001;2011;31;
44011;2011;51;
44012;2011;21;
44013;2011;34;
44019;2011;37;
44020;2011;9;
44021;2011;2675;
44029;2011;8;
44034;2011;49;
44036;2011;17;
44040;2011;20;
44043;2011;41;
44045;2011;5;
44048;2011;57;
44049;2011;28;
44052;2011;10;
44064;2011;14;
44072;2011;13;
44073;2011;6;
44080;2011;17;
44081;2011;11;
45017;2011;18;
45035;2011;87;
45041;2011;81;
45057;2011;4;
45059;2011;10;
45060;2011;22;
45061;2011;7;
45062;2011;1;
45063;2011;11;
45064;2011;3;
45065;2011;8;
46003;2011;65;
46013;2011;32;
46014;2011;55;
46020;2011;15;
46021;2011;140;
46024;2011;11;
46025;2011;63;
51004;2011;111;
51008;2011;75;
51009;2011;59;
51012;2011;14;
51014;2011;14;
51017;2011;5;
51019;2011;4;
51065;2011;12;
52010;2011;111;
52011;2011;3986;
52012;2011;253;
52015;2011;161;
52018;2011;36;
52021;2011;110;
52022;2011;70;
52025;2011;61;
52043;2011;161;
52048;2011;55;
52055;2011;65;
52063;2011;122;
52074;2011;37;
52075;2011;38;
53014;2011;134;
53020;2011;106;
53028;2011;92;
53039;2011;43;
53044;2011;28;
53046;2011;5;
53053;2011;1963;
53065;2011;53;
53068;2011;55;
53070;2011;170;
53082;2011;82;
53083;2011;21;
53084;2011;84;
54007;2011;736;
54010;2011;81;
55004;2011;64;
55010;2011;32;
55022;2011;670;
55023;2011;51;
55035;2011;81;
55039;2011;32;
55040;2011;96;
55050;2011;26;
56001;2011;47;
56005;2011;30;
56011;2011;108;
56016;2011;27;
56022;2011;79;
56029;2011;14;
56044;2011;19;
56049;2011;10;
56051;2011;18;
56078;2011;48;
56085;2011;28;
56086;2011;54;
56087;2011;112;
56088;2011;7;
57003;2011;25;
57018;2011;8;
57027;2011;63;
57062;2011;40;
57064;2011;92;
57072;2011;25;
57081;2011;755;
57093;2011;11;
57094;2011;31;
57095;2011;3;
61003;2011;54;
61010;2011;7;
61012;2011;6;
61019;2011;15;
61024;2011;6;
61028;2011;10;
61031;2011;79;
61039;2011;5;
61041;2011;16;
61043;2011;39;
61048;2011;10;
61063;2011;13;
61068;2011;21;
61072;2011;36;
61079;2011;9;
61080;2011;33;
61081;2011;8;
62003;2011;148;
62006;2011;41;
62009;2011;31;
62011;2011;13;
62015;2011;47;
62022;2011;42;
62026;2011;7;
62027;2011;11;
62032;2011;90;
62038;2011;81;
62051;2011;304;
62060;2011;23;
62063;2011;6462;
62079;2011;93;
62093;2011;114;
62096;2011;774;
62099;2011;78;
62100;2011;33;
62108;2011;94;
62118;2011;91;
62119;2011;25;
62120;2011;130;
62121;2011;56;
62122;2011;23;
63001;2011;4;
63003;2011;18;
63004;2011;26;
63012;2011;2;
63013;2011;23;
63020;2011;54;
63023;2011;60;
63035;2011;36;
63038;2011;28;
63040;2011;14;
63045;2011;6;
63046;2011;18;
63048;2011;20;
63049;2011;24;
63057;2011;5;
63058;2011;23;
63061;2011;7;
63067;2011;10;
63072;2011;38;
63073;2011;16;
63075;2011;4;
63076;2011;27;
63079;2011;388;
63080;2011;23;
63084;2011;37;
63086;2011;3;
63087;2011;9;
63088;2011;12;
63089;2011;11;
64008;2011;4;
64015;2011;23;
64021;2011;19;
64023;2011;8;
64025;2011;4;
64029;2011;4;
64034;2011;35;
64047;2011;11;
64056;2011;6;
64063;2011;6;
64065;2011;21;
64074;2011;78;
64075;2011;8;
64076;2011;6;
71002;2011;5;
71004;2011;46;
71011;2011;40;
71016;2011;112;
71017;2011;13;
71020;2011;7;
71022;2011;450;
71024;2011;14;
71034;2011;11;
71037;2011;26;
71045;2011;9;
71047;2011;10;
71053;2011;166;
71057;2011;44;
71066;2011;36;
71067;2011;4;
71069;2011;18;
71070;2011;58;
72003;2011;6;
72004;2011;25;
72018;2011;31;
72020;2011;101;
72021;2011;27;
72025;2011;23;
72029;2011;16;
72030;2011;18;
72037;2011;26;
72038;2011;23;
72039;2011;79;
72040;2011;10;
72041;2011;23;
73001;2011;21;
73006;2011;47;
73009;2011;12;
73022;2011;14;
73028;2011;0;
73032;2011;15;
73040;2011;16;
73042;2011;59;
73066;2011;40;
73083;2011;92;
73098;2011;8;
73107;2011;155;
73109;2011;6;
81001;2011;141;
81003;2011;4;
81004;2011;147;
81013;2011;3;
81015;2011;45;
82003;2011;43;
82005;2011;2;
82009;2011;2;
82014;2011;12;
82032;2011;16;
82036;2011;8;
82037;2011;11;
82038;2011;4;
83012;2011;59;
83013;2011;7;
83028;2011;19;
83031;2011;27;
83034;2011;90;
83040;2011;9;
83044;2011;11;
83049;2011;5;
83055;2011;12;
84009;2011;29;
84010;2011;13;
84016;2011;0;
84029;2011;5;
84033;2011;6;
84035;2011;10;
84043;2011;17;
84050;2011;6;
84059;2011;14;
84068;2011;10;
84075;2011;9;
84077;2011;25;
85007;2011;8;
85009;2011;11;
85011;2011;12;
85024;2011;4;
85026;2011;21;
85034;2011;8;
85039;2011;6;
85045;2011;51;
85046;2011;44;
85047;2011;12;
91005;2011;19;
91013;2011;31;
91015;2011;7;
91030;2011;66;
91034;2011;53;
91054;2011;8;
91059;2011;18;
91064;2011;16;
91072;2011;31;
91103;2011;5;
91114;2011;82;
91120;2011;12;
91141;2011;32;
91142;2011;12;
91143;2011;9;
92003;2011;94;
92006;2011;14;
92035;2011;37;
92045;2011;37;
92048;2011;33;
92054;2011;7;
92087;2011;44;
92094;2011;782;
92097;2011;3;
92101;2011;28;
92114;2011;58;
92137;2011;92;
92138;2011;24;
92140;2011;95;
92141;2011;23;
92142;2011;109;
93010;2011;11;
93014;2011;41;
93018;2011;4;
93022;2011;37;
93056;2011;27;
93088;2011;69;
93090;2011;12;
11001;2012;53;
11002;2012;7097;
11004;2012;29;
11005;2012;122;
11007;2012;46;
11008;2012;98;
11009;2012;74;
11013;2012;72;
11016;2012;44;
11018;2012;21;
11021;2012;24;
11022;2012;21;
11023;2012;46;
11024;2012;145;
11025;2012;15;
11029;2012;124;
11030;2012;31;
11035;2012;95;
11037;2012;97;
11038;2012;23;
11039;2012;28;
11040;2012;114;
11044;2012;31;
11050;2012;63;
11052;2012;69;
11053;2012;19;
11054;2012;35;
11055;2012;30;
11056;2012;76;
11057;2012;27;
12002;2012;11;
12005;2012;12;
12007;2012;38;
12009;2012;18;
12014;2012;53;
12021;2012;103;
12025;2012;378;
12026;2012;13;
12029;2012;11;
12030;2012;23;
12034;2012;9;
12035;2012;29;
12040;2012;60;
13001;2012;23;
13002;2012;2;
13003;2012;27;
13004;2012;24;
13006;2012;10;
13008;2012;76;
13010;2012;24;
13011;2012;65;
13012;2012;13;
13013;2012;21;
13014;2012;91;
13016;2012;13;
13017;2012;26;
13019;2012;58;
13021;2012;15;
13023;2012;12;
13025;2012;72;
13029;2012;16;
13031;2012;12;
13035;2012;24;
13036;2012;18;
13037;2012;18;
13040;2012;146;
13044;2012;17;
13046;2012;13;
13049;2012;39;
13053;2012;26;
21001;2012;2146;
21002;2012;407;
21003;2012;286;
21004;2012;7834;
21005;2012;585;
21006;2012;354;
21007;2012;1014;
21008;2012;265;
21009;2012;2849;
21010;2012;706;
21011;2012;291;
21012;2012;1415;
21013;2012;2265;
21014;2012;408;
21015;2012;1300;
21016;2012;980;
21017;2012;343;
21018;2012;501;
21019;2012;232;
21020;2012;2;
23002;2012;133;
23003;2012;106;
23009;2012;4;
23016;2012;408;
23023;2012;13;
23024;2012;12;
23025;2012;229;
23027;2012;217;
23032;2012;12;
23033;2012;39;
23038;2012;20;
23039;2012;9;
23044;2012;41;
23045;2012;46;
23047;2012;129;
23050;2012;55;
23052;2012;16;
23060;2012;22;
23062;2012;99;
23064;2012;9;
23077;2012;256;
23081;2012;48;
23086;2012;44;
23088;2012;466;
23094;2012;288;
23095;2012;72;
23096;2012;76;
23097;2012;27;
23098;2012;105;
23099;2012;90;
23100;2012;35;
23101;2012;83;
23102;2012;124;
23103;2012;57;
23104;2012;29;
23105;2012;58;
24001;2012;46;
24007;2012;18;
24008;2012;18;
24009;2012;40;
24011;2012;16;
24014;2012;23;
24016;2012;11;
24020;2012;40;
24028;2012;6;
24033;2012;24;
24038;2012;71;
24041;2012;10;
24043;2012;16;
24045;2012;16;
24048;2012;12;
24054;2012;5;
24055;2012;81;
24059;2012;31;
24062;2012;856;
24066;2012;10;
24086;2012;41;
24094;2012;38;
24104;2012;80;
24107;2012;55;
24109;2012;6;
24130;2012;11;
24133;2012;9;
24134;2012;27;
24135;2012;15;
24137;2012;5;
25005;2012;10;
25014;2012;185;
25015;2012;62;
25018;2012;13;
25023;2012;25;
25031;2012;50;
25037;2012;34;
25043;2012;13;
25044;2012;21;
25048;2012;27;
25050;2012;36;
25068;2012;19;
25072;2012;167;
25084;2012;18;
25091;2012;56;
25105;2012;84;
25107;2012;22;
25110;2012;328;
25112;2012;159;
25117;2012;13;
25118;2012;8;
25119;2012;28;
25120;2012;7;
25121;2012;198;
25122;2012;7;
25123;2012;16;
25124;2012;13;
31003;2012;29;
31004;2012;31;
31005;2012;346;
31006;2012;14;
31012;2012;71;
31022;2012;36;
31033;2012;27;
31040;2012;40;
31042;2012;5;
31043;2012;93;
32003;2012;25;
32006;2012;11;
32010;2012;10;
32011;2012;9;
32030;2012;5;
33011;2012;56;
33016;2012;1;
33021;2012;25;
33029;2012;51;
33037;2012;21;
33039;2012;17;
33040;2012;11;
33041;2012;3;
34002;2012;22;
34003;2012;28;
34009;2012;40;
34013;2012;64;
34022;2012;359;
34023;2012;47;
34025;2012;7;
34027;2012;274;
34040;2012;64;
34041;2012;108;
34042;2012;43;
34043;2012;6;
35002;2012;61;
35005;2012;42;
35006;2012;35;
35011;2012;86;
35013;2012;663;
35014;2012;53;
35029;2012;52;
36006;2012;14;
36007;2012;25;
36008;2012;66;
36010;2012;12;
36011;2012;6;
36012;2012;21;
36015;2012;134;
36019;2012;14;
37002;2012;6;
37007;2012;8;
37010;2012;11;
37011;2012;6;
37012;2012;10;
37015;2012;44;
37017;2012;11;
37018;2012;18;
37020;2012;11;
38002;2012;7;
38008;2012;66;
38014;2012;76;
38016;2012;45;
38025;2012;26;
41002;2012;181;
41011;2012;27;
41018;2012;82;
41024;2012;23;
41027;2012;23;
41034;2012;19;
41048;2012;106;
41063;2012;12;
41081;2012;42;
41082;2012;48;
42003;2012;14;
42004;2012;21;
42006;2012;102;
42008;2012;28;
42010;2012;40;
42011;2012;24;
42023;2012;53;
42025;2012;62;
42026;2012;4;
42028;2012;23;
43002;2012;15;
43005;2012;46;
43007;2012;8;
43010;2012;32;
43014;2012;7;
43018;2012;21;
44001;2012;50;
44011;2012;55;
44012;2012;10;
44013;2012;35;
44019;2012;53;
44020;2012;13;
44021;2012;2084;
44029;2012;14;
44034;2012;30;
44036;2012;12;
44040;2012;25;
44043;2012;57;
44045;2012;6;
44048;2012;50;
44049;2012;20;
44052;2012;17;
44064;2012;11;
44072;2012;11;
44073;2012;7;
44080;2012;12;
44081;2012;25;
45017;2012;17;
45035;2012;98;
45041;2012;100;
45057;2012;6;
45059;2012;13;
45060;2012;17;
45061;2012;0;
45062;2012;1;
45063;2012;15;
45064;2012;10;
45065;2012;9;
46003;2012;67;
46013;2012;41;
46014;2012;83;
46020;2012;16;
46021;2012;164;
46024;2012;17;
46025;2012;45;
51004;2012;128;
51008;2012;68;
51009;2012;58;
51012;2012;8;
51014;2012;13;
51017;2012;10;
51019;2012;4;
51065;2012;28;
52010;2012;104;
52011;2012;5195;
52012;2012;200;
52015;2012;162;
52018;2012;39;
52021;2012;111;
52022;2012;56;
52025;2012;52;
52043;2012;218;
52048;2012;52;
52055;2012;77;
52063;2012;142;
52074;2012;39;
52075;2012;20;
53014;2012;103;
53020;2012;70;
53028;2012;148;
53039;2012;65;
53044;2012;57;
53046;2012;18;
53053;2012;1813;
53065;2012;93;
53068;2012;54;
53070;2012;188;
53082;2012;66;
53083;2012;30;
53084;2012;54;
54007;2012;530;
54010;2012;88;
55004;2012;75;
55010;2012;71;
55022;2012;782;
55023;2012;38;
55035;2012;57;
55039;2012;31;
55040;2012;95;
55050;2012;45;
56001;2012;39;
56005;2012;21;
56011;2012;116;
56016;2012;20;
56022;2012;86;
56029;2012;18;
56044;2012;23;
56049;2012;21;
56051;2012;18;
56078;2012;82;
56085;2012;39;
56086;2012;43;
56087;2012;101;
56088;2012;2;
57003;2012;28;
57018;2012;13;
57027;2012;70;
57062;2012;33;
57064;2012;87;
57072;2012;27;
57081;2012;612;
57093;2012;18;
57094;2012;32;
57095;2012;11;
61003;2012;63;
61010;2012;4;
61012;2012;9;
61019;2012;8;
61024;2012;4;
61028;2012;15;
61031;2012;185;
61039;2012;8;
61041;2012;5;
61043;2012;15;
61048;2012;5;
61063;2012;12;
61068;2012;19;
61072;2012;38;
61079;2012;9;
61080;2012;39;
61081;2012;6;
62003;2012;132;
62006;2012;27;
62009;2012;29;
62011;2012;30;
62015;2012;35;
62022;2012;53;
62026;2012;13;
62027;2012;17;
62032;2012;46;
62038;2012;72;
62051;2012;262;
62060;2012;10;
62063;2012;5113;
62079;2012;67;
62093;2012;85;
62096;2012;821;
62099;2012;54;
62100;2012;34;
62108;2012;96;
62118;2012;96;
62119;2012;23;
62120;2012;138;
62121;2012;39;
62122;2012;25;
63001;2012;11;
63003;2012;14;
63004;2012;12;
63012;2012;5;
63013;2012;10;
63020;2012;65;
63023;2012;67;
63035;2012;51;
63038;2012;21;
63040;2012;12;
63045;2012;4;
63046;2012;21;
63048;2012;31;
63049;2012;23;
63057;2012;4;
63058;2012;37;
63061;2012;56;
63067;2012;28;
63072;2012;43;
63073;2012;23;
63075;2012;0;
63076;2012;22;
63079;2012;458;
63080;2012;24;
63084;2012;31;
63086;2012;0;
63087;2012;7;
63088;2012;29;
63089;2012;16;
64008;2012;8;
64015;2012;17;
64021;2012;9;
64023;2012;10;
64025;2012;2;
64029;2012;4;
64034;2012;41;
64047;2012;14;
64056;2012;11;
64063;2012;13;
64065;2012;25;
64074;2012;75;
64075;2012;13;
64076;2012;9;
71002;2012;5;
71004;2012;57;
71011;2012;45;
71016;2012;120;
71017;2012;21;
71020;2012;13;
71022;2012;388;
71024;2012;9;
71034;2012;22;
71037;2012;28;
71045;2012;7;
71047;2012;16;
71053;2012;94;
71057;2012;90;
71066;2012;65;
71067;2012;9;
71069;2012;25;
71070;2012;134;
72003;2012;13;
72004;2012;28;
72018;2012;14;
72020;2012;108;
72021;2012;34;
72025;2012;25;
72029;2012;17;
72030;2012;25;
72037;2012;11;
72038;2012;9;
72039;2012;85;
72040;2012;8;
72041;2012;26;
73001;2012;19;
73006;2012;71;
73009;2012;16;
73022;2012;19;
73028;2012;0;
73032;2012;17;
73040;2012;9;
73042;2012;82;
73066;2012;54;
73083;2012;52;
73098;2012;7;
73107;2012;162;
73109;2012;2;
81001;2012;128;
81003;2012;5;
81004;2012;98;
81013;2012;5;
81015;2012;34;
82003;2012;49;
82005;2012;6;
82009;2012;6;
82014;2012;26;
82032;2012;18;
82036;2012;14;
82037;2012;5;
82038;2012;1;
83012;2012;56;
83013;2012;2;
83028;2012;30;
83031;2012;19;
83034;2012;88;
83040;2012;9;
83044;2012;4;
83049;2012;9;
83055;2012;14;
84009;2012;23;
84010;2012;11;
84016;2012;2;
84029;2012;8;
84033;2012;13;
84035;2012;3;
84043;2012;27;
84050;2012;1;
84059;2012;9;
84068;2012;12;
84075;2012;6;
84077;2012;83;
85007;2012;9;
85009;2012;6;
85011;2012;19;
85024;2012;5;
85026;2012;14;
85034;2012;2;
85039;2012;4;
85045;2012;44;
85046;2012;29;
85047;2012;4;
91005;2012;21;
91013;2012;20;
91015;2012;8;
91030;2012;52;
91034;2012;66;
91054;2012;12;
91059;2012;20;
91064;2012;15;
91072;2012;36;
91103;2012;5;
91114;2012;49;
91120;2012;9;
91141;2012;24;
91142;2012;21;
91143;2012;8;
92003;2012;99;
92006;2012;4;
92035;2012;73;
92045;2012;45;
92048;2012;43;
92054;2012;26;
92087;2012;38;
92094;2012;783;
92097;2012;11;
92101;2012;21;
92114;2012;34;
92137;2012;103;
92138;2012;26;
92140;2012;180;
92141;2012;45;
92142;2012;87;
93010;2012;8;
93014;2012;49;
93018;2012;2;
93022;2012;28;
93056;2012;63;
93088;2012;55;
93090;2012;12;
11001;2013;31;
11002;2013;7639;
11004;2013;14;
11005;2013;86;
11007;2013;53;
11008;2013;66;
11009;2013;53;
11013;2013;53;
11016;2013;36;
11018;2013;20;
11021;2013;17;
11022;2013;51;
11023;2013;67;
11024;2013;86;
11025;2013;12;
11029;2013;80;
11030;2013;22;
11035;2013;60;
11037;2013;55;
11038;2013;13;
11039;2013;27;
11040;2013;90;
11044;2013;44;
11050;2013;41;
11052;2013;55;
11053;2013;44;
11054;2013;22;
11055;2013;35;
11056;2013;37;
11057;2013;25;
12002;2013;8;
12005;2013;14;
12007;2013;21;
12009;2013;19;
12014;2013;49;
12021;2013;59;
12025;2013;364;
12026;2013;23;
12029;2013;12;
12030;2013;30;
12034;2013;3;
12035;2013;22;
12040;2013;102;
13001;2013;17;
13002;2013;3;
13003;2013;18;
13004;2013;23;
13006;2013;11;
13008;2013;58;
13010;2013;23;
13011;2013;67;
13012;2013;15;
13013;2013;15;
13014;2013;62;
13016;2013;11;
13017;2013;32;
13019;2013;61;
13021;2013;4;
13023;2013;2;
13025;2013;64;
13029;2013;22;
13031;2013;15;
13035;2013;15;
13036;2013;22;
13037;2013;19;
13040;2013;137;
13044;2013;8;
13046;2013;15;
13049;2013;25;
13053;2013;16;
21001;2013;1741;
21002;2013;349;
21003;2013;218;
21004;2013;6319;
21005;2013;507;
21006;2013;434;
21007;2013;804;
21008;2013;203;
21009;2013;2107;
21010;2013;578;
21011;2013;243;
21012;2013;1291;
21013;2013;1368;
21014;2013;464;
21015;2013;1229;
21016;2013;784;
21017;2013;286;
21018;2013;462;
21019;2013;210;
21020;2013;0;
23002;2013;216;
23003;2013;122;
23009;2013;5;
23016;2013;402;
23023;2013;14;
23024;2013;6;
23025;2013;221;
23027;2013;150;
23032;2013;14;
23033;2013;42;
23038;2013;14;
23039;2013;12;
23044;2013;28;
23045;2013;21;
23047;2013;102;
23050;2013;89;
23052;2013;19;
23060;2013;18;
23062;2013;60;
23064;2013;7;
23077;2013;270;
23081;2013;46;
23086;2013;53;
23088;2013;243;
23094;2013;284;
23095;2013;29;
23096;2013;65;
23097;2013;29;
23098;2013;136;
23099;2013;72;
23100;2013;42;
23101;2013;50;
23102;2013;87;
23103;2013;83;
23104;2013;24;
23105;2013;71;
24001;2013;27;
24007;2013;6;
24008;2013;14;
24009;2013;18;
