NIS code/code NIS;Jaar/Année;ifg  algemeen totaal/vif  nombre total;
63067;2006;16;
63072;2006;71;
63073;2006;32;
63075;2006;12;
63076;2006;55;
63079;2006;431;
63080;2006;16;
63084;2006;40;
63086;2006;9;
63087;2006;4;
63088;2006;21;
63089;2006;27;
64008;2006;21;
64015;2006;25;
64021;2006;9;
64023;2006;4;
64025;2006;11;
64029;2006;4;
64034;2006;90;
64047;2006;26;
64056;2006;13;
64063;2006;21;
64065;2006;23;
64074;2006;119;
64075;2006;11;
64076;2006;21;
71002;2006;31;
71004;2006;204;
71011;2006;57;
71016;2006;217;
71017;2006;34;
71020;2006;24;
71022;2006;323;
71024;2006;31;
71034;2006;91;
71037;2006;49;
71045;2006;25;
71047;2006;29;
71053;2006;245;
71057;2006;125;
71066;2006;82;
71067;2006;16;
71069;2006;39;
71070;2006;143;
72003;2006;31;
72004;2006;34;
72018;2006;19;
72020;2006;161;
72021;2006;47;
72025;2006;88;
72029;2006;37;
72030;2006;42;
72037;2006;24;
72038;2006;34;
72039;2006;153;
72040;2006;27;
72041;2006;45;
73001;2006;27;
73006;2006;104;
73009;2006;27;
73022;2006;27;
73028;2006;0;
73032;2006;23;
73040;2006;21;
73042;2006;53;
73066;2006;34;
73083;2006;108;
73098;2006;4;
73107;2006;127;
73109;2006;7;
81001;2006;165;
81003;2006;13;
81004;2006;121;
81013;2006;6;
81015;2006;25;
82003;2006;95;
82005;2006;6;
82009;2006;7;
82014;2006;41;
82032;2006;29;
82036;2006;10;
82037;2006;38;
82038;2006;16;
83012;2006;49;
83013;2006;25;
83028;2006;31;
83031;2006;14;
83034;2006;116;
83040;2006;22;
83044;2006;14;
83049;2006;8;
83055;2006;18;
84009;2006;51;
84010;2006;40;
84016;2006;21;
84029;2006;5;
84033;2006;17;
84035;2006;16;
84043;2006;41;
84050;2006;27;
84059;2006;54;
84068;2006;17;
84075;2006;26;
84077;2006;80;
85007;2006;65;
85009;2006;14;
85011;2006;55;
85024;2006;11;
85026;2006;37;
85034;2006;10;
85039;2006;28;
85045;2006;59;
85046;2006;59;
85047;2006;10;
91005;2006;44;
91013;2006;56;
91015;2006;19;
91030;2006;73;
91034;2006;117;
91054;2006;32;
91059;2006;32;
91064;2006;28;
91072;2006;33;
91103;2006;16;
91114;2006;120;
91120;2006;12;
91141;2006;34;
91142;2006;46;
91143;2006;15;
92003;2006;155;
92006;2006;26;
92035;2006;62;
92045;2006;51;
92048;2006;42;
92054;2006;32;
92087;2006;76;
92094;2006;819;
92097;2006;41;
92101;2006;55;
92114;2006;42;
92137;2006;156;
92138;2006;36;
92140;2006;143;
92141;2006;23;
92142;2006;125;
93010;2006;25;
93014;2006;121;
93018;2006;28;
93022;2006;70;
93056;2006;40;
93088;2006;100;
93090;2006;48;
11001;2007;45;
11002;2007;3019;
11004;2007;29;
11005;2007;110;
11007;2007;63;
11008;2007;130;
11009;2007;75;
11013;2007;80;
11016;2007;44;
11018;2007;30;
11021;2007;15;
11022;2007;56;
11023;2007;73;
11024;2007;51;
11025;2007;26;
11029;2007;107;
11030;2007;34;
11035;2007;41;
11037;2007;35;
11038;2007;19;
11039;2007;37;
11040;2007;166;
11044;2007;53;
11050;2007;18;
11052;2007;57;
11053;2007;71;
11054;2007;38;
11055;2007;67;
11056;2007;91;
11057;2007;32;
12002;2007;58;
12005;2007;42;
12007;2007;68;
12009;2007;76;
12014;2007;178;
12021;2007;180;
12025;2007;459;
12026;2007;82;
12029;2007;46;
12030;2007;47;
12034;2007;26;
12035;2007;65;
12040;2007;87;
13001;2007;30;
13002;2007;13;
13003;2007;98;
13004;2007;92;
13006;2007;30;
13008;2007;177;
13010;2007;38;
13011;2007;132;
13012;2007;32;
13013;2007;39;
13014;2007;44;
13016;2007;54;
13017;2007;58;
13019;2007;37;
13021;2007;37;
13023;2007;54;
13025;2007;131;
13029;2007;28;
13031;2007;36;
13035;2007;40;
13036;2007;23;
13037;2007;62;
13040;2007;250;
13044;2007;17;
13046;2007;21;
13049;2007;84;
13053;2007;69;
21001;2007;593;
21002;2007;136;
21003;2007;97;
21004;2007;902;
21005;2007;235;
21006;2007;141;
21007;2007;228;
21008;2007;93;
21009;2007;334;
21010;2007;184;
21011;2007;91;
21012;2007;404;
21013;2007;238;
21014;2007;121;
21015;2007;588;
21016;2007;301;
21017;2007;92;
21018;2007;246;
21019;2007;91;
21020;2007;1;
23002;2007;123;
23003;2007;73;
23009;2007;7;
23016;2007;171;
23023;2007;33;
23024;2007;17;
23025;2007;142;
23027;2007;187;
23032;2007;11;
23033;2007;24;
23038;2007;42;
23039;2007;31;
23044;2007;31;
23045;2007;45;
23047;2007;35;
23050;2007;54;
23052;2007;35;
23060;2007;44;
23062;2007;46;
23064;2007;8;
23077;2007;77;
23081;2007;49;
23086;2007;37;
23088;2007;138;
23094;2007;105;
23095;2007;6;
23096;2007;71;
23097;2007;47;
23098;2007;12;
23099;2007;19;
23100;2007;5;
23101;2007;41;
23102;2007;64;
23103;2007;12;
23104;2007;24;
23105;2007;42;
24001;2007;137;
24007;2007;20;
24008;2007;18;
24009;2007;20;
24011;2007;16;
24014;2007;49;
24016;2007;11;
24020;2007;93;
24028;2007;19;
24033;2007;29;
24038;2007;28;
24041;2007;15;
24043;2007;38;
24045;2007;30;
24048;2007;27;
24054;2007;10;
24055;2007;39;
24059;2007;78;
24062;2007;417;
24066;2007;28;
24086;2007;15;
24094;2007;32;
24104;2007;51;
24107;2007;156;
24109;2007;43;
24130;2007;22;
24133;2007;11;
24134;2007;131;
24135;2007;34;
24137;2007;27;
25005;2007;32;
25014;2007;159;
25015;2007;37;
25018;2007;26;
25023;2007;44;
25031;2007;45;
25037;2007;53;
25043;2007;18;
25044;2007;20;
25048;2007;53;
25050;2007;33;
25068;2007;38;
25072;2007;116;
25084;2007;17;
25091;2007;57;
25105;2007;113;
25107;2007;44;
25110;2007;111;
25112;2007;199;
25117;2007;27;
25118;2007;12;
25119;2007;36;
25120;2007;26;
25121;2007;152;
25122;2007;19;
25123;2007;30;
25124;2007;22;
31003;2007;34;
31004;2007;107;
31005;2007;626;
31006;2007;47;
31012;2007;27;
31022;2007;65;
31033;2007;83;
31040;2007;82;
31042;2007;10;
31043;2007;176;
32003;2007;76;
32006;2007;20;
32010;2007;17;
32011;2007;41;
32030;2007;3;
33011;2007;237;
33016;2007;3;
33021;2007;59;
33029;2007;70;
33037;2007;36;
33039;2007;14;
33040;2007;26;
33041;2007;9;
34002;2007;31;
34003;2007;30;
34009;2007;58;
34013;2007;150;
34022;2007;363;
34023;2007;70;
34025;2007;11;
34027;2007;204;
34040;2007;117;
34041;2007;107;
34042;2007;51;
34043;2007;8;
35002;2007;75;
35005;2007;41;
35006;2007;48;
35011;2007;140;
35013;2007;326;
35014;2007;46;
35029;2007;42;
36006;2007;16;
36007;2007;44;
36008;2007;77;
36010;2007;29;
36011;2007;22;
36012;2007;61;
36015;2007;145;
36019;2007;24;
37002;2007;16;
37007;2007;30;
37010;2007;14;
37011;2007;39;
37012;2007;10;
37015;2007;94;
37017;2007;24;
37018;2007;44;
37020;2007;25;
38002;2007;18;
38008;2007;74;
38014;2007;106;
38016;2007;76;
38025;2007;108;
41002;2007;358;
41011;2007;106;
41018;2007;166;
41024;2007;81;
41027;2007;61;
41034;2007;88;
41048;2007;125;
41063;2007;39;
41081;2007;91;
41082;2007;78;
42003;2007;71;
42004;2007;45;
42006;2007;266;
42008;2007;91;
42010;2007;35;
42011;2007;123;
42023;2007;43;
42025;2007;153;
42026;2007;65;
42028;2007;116;
43002;2007;47;
43005;2007;171;
43007;2007;20;
43010;2007;91;
43014;2007;11;
43018;2007;70;
44001;2007;69;
44011;2007;124;
44012;2007;31;
44013;2007;80;
44019;2007;170;
44020;2007;43;
44021;2007;1828;
44029;2007;22;
44034;2007;68;
44036;2007;28;
44040;2007;33;
44043;2007;89;
44045;2007;27;
44048;2007;36;
44049;2007;40;
44052;2007;48;
44064;2007;35;
44072;2007;31;
44073;2007;58;
44080;2007;32;
44081;2007;79;
45017;2007;22;
45035;2007;105;
45041;2007;146;
45057;2007;21;
45059;2007;30;
45060;2007;18;
45061;2007;15;
45062;2007;3;
45063;2007;25;
45064;2007;15;
45065;2007;28;
46003;2007;137;
46013;2007;60;
46014;2007;203;
46020;2007;80;
46021;2007;336;
46024;2007;99;
46025;2007;136;
51004;2007;142;
51008;2007;92;
51009;2007;77;
51012;2007;23;
51014;2007;19;
51017;2007;21;
51019;2007;17;
51065;2007;51;
52010;2007;94;
52011;2007;1776;
52012;2007;416;
52015;2007;206;
52018;2007;117;
52021;2007;149;
52022;2007;122;
52025;2007;59;
52043;2007;147;
52048;2007;47;
52055;2007;88;
52063;2007;69;
52074;2007;87;
52075;2007;35;
53014;2007;172;
53020;2007;157;
53028;2007;158;
53039;2007;47;
53044;2007;46;
53046;2007;4;
53053;2007;676;
53065;2007;137;
53068;2007;53;
53070;2007;125;
53082;2007;141;
53083;2007;20;
53084;2007;26;
54007;2007;279;
54010;2007;118;
55004;2007;104;
55010;2007;55;
55022;2007;676;
55023;2007;70;
55035;2007;46;
55039;2007;20;
55040;2007;154;
55050;2007;56;
56001;2007;75;
56005;2007;60;
